Date,Open,High,Low,Close,Adj Close,Volume
2020-03-11,526.75,542.6500244140625,514.0,536.7999877929688,511.6995544433594,4850031
2020-03-12,521.0,527.7999877929688,486.3500061035156,493.3500061035156,470.28125,5321388
2020-03-13,460.0,517.25,395.95001220703125,492.8999938964844,469.85223388671875,6859998
2020-03-16,469.0,479.79998779296875,446.8500061035156,450.70001220703125,429.62554931640625,5281571
2020-03-17,450.0,478.6000061035156,443.3500061035156,450.6499938964844,429.5778503417969,5148153
2020-03-18,455.0,464.79998779296875,429.04998779296875,434.25,413.94476318359375,4936397
2020-03-19,418.8999938964844,434.6000061035156,375.25,413.45001220703125,394.11737060546875,9270044
2020-03-20,413.5,461.95001220703125,411.8500061035156,444.8999938964844,424.0967102050781,11916337
2020-03-23,415.0,444.0,400.45001220703125,417.1499938964844,397.644287109375,9525470
2020-03-24,413.0,458.8500061035156,411.8500061035156,442.04998779296875,421.3800048828125,9915953
2020-03-25,432.0,468.0,417.75,457.6000061035156,436.2028503417969,11976272
2020-03-26,461.1000061035156,466.75,441.1000061035156,447.70001220703125,426.7658386230469,9504717
2020-03-27,450.25,457.45001220703125,420.5,430.6499938964844,410.5130615234375,9150873
2020-03-30,410.0,438.6499938964844,410.0,419.0,399.40777587890625,6325701
2020-03-31,433.20001220703125,449.3999938964844,425.29998779296875,436.3999938964844,415.99420166015625,6381806
2020-04-01,433.0,433.20001220703125,408.20001220703125,413.54998779296875,394.2126159667969,8136746
2020-04-03,418.8999938964844,428.6000061035156,399.29998779296875,405.79998779296875,386.8249816894531,8166356
2020-04-07,425.0,457.95001220703125,425.0,451.1499938964844,430.0544738769531,5972948
2020-04-08,451.0,476.79998779296875,449.0,463.1000061035156,441.4457092285156,7991061
2020-04-09,480.70001220703125,481.0,462.0,469.04998779296875,447.11749267578125,5069225
2020-04-13,470.0,471.0,454.0,458.25,436.822509765625,2236731
2020-04-15,470.0,482.0,462.70001220703125,478.75,456.3638610839844,6333188
2020-04-16,473.0,476.0,456.70001220703125,459.75,438.2523193359375,10484842
2020-04-17,470.0,475.0,453.6499938964844,455.25,433.9627685546875,4706460
2020-04-20,458.0,473.6000061035156,453.5,470.0,448.0230712890625,4800719
2020-04-21,458.0,464.95001220703125,447.8500061035156,455.70001220703125,434.3917541503906,3405204
2020-04-22,453.0,469.45001220703125,450.0,462.3999938964844,440.7784423828125,3768051
2020-04-23,465.0,480.75,462.3999938964844,477.70001220703125,455.363037109375,3052968
2020-04-24,480.0,496.8999938964844,465.1499938964844,468.1000061035156,446.2118835449219,6738184
2020-04-27,473.1000061035156,485.70001220703125,467.25,483.1000061035156,460.510498046875,2914569
2020-04-28,489.0,489.0,469.45001220703125,471.1000061035156,449.0716247558594,4262237
2020-04-29,474.79998779296875,501.0,470.20001220703125,491.75,468.7560119628906,3849090
2020-04-30,506.5,565.5,501.0,543.5499877929688,518.1339111328125,8035267
2020-05-04,527.5,527.5,508.20001220703125,514.25,490.2039794921875,7032527
2020-05-05,526.0,529.9000244140625,515.6500244140625,520.4000244140625,496.06640625,4592828
2020-05-06,512.2000122070312,526.7000122070312,506.20001220703125,519.0999755859375,494.82720947265625,6921533
2020-05-07,530.0,541.7999877929688,507.54998779296875,511.75,487.8208312988281,19998641
2020-05-08,520.8499755859375,522.5,502.3999938964844,518.4000244140625,494.15997314453125,10120968
2020-05-11,526.0,534.9000244140625,521.2000122070312,527.5499877929688,502.8820495605469,4425540
2020-05-12,525.4500122070312,540.0,520.0,527.4000244140625,502.7390441894531,6439945
2020-05-13,539.8499755859375,539.8499755859375,521.5499877929688,528.75,504.02587890625,3502017
2020-05-14,519.4000244140625,527.5499877929688,514.3499755859375,517.4500122070312,493.2543640136719,3741672
2020-05-15,517.9500122070312,517.9500122070312,505.25,511.25,487.3442077636719,4895121
2020-05-18,514.7000122070312,518.6500244140625,507.5,510.75,486.86761474609375,5159655
2020-05-19,512.0,520.5,506.20001220703125,518.25,494.0169372558594,3966934
2020-05-20,515.0499877929688,528.6500244140625,515.0,526.75,502.1194152832031,3138708
2020-05-21,529.7999877929688,537.5,523.4000244140625,534.8499755859375,509.8406677246094,4523685
2020-05-22,533.6500244140625,535.0,523.0,530.4000244140625,505.5988464355469,6410434
2020-05-26,530.0,536.5,520.25,524.0,499.4980773925781,4055691
2020-05-27,529.7000122070312,533.9000244140625,516.0,530.9500122070312,506.12310791015625,4828798
2020-05-28,531.0,546.0,523.0,542.6500244140625,517.2760009765625,4492767
2020-05-29,540.0,555.0,536.7000122070312,550.25,524.5206909179688,7853755
2020-06-01,557.0,573.4000244140625,555.5,559.75,533.5764770507812,4503261
2020-06-02,559.2999877929688,567.75,550.0,560.2000122070312,534.0054321289062,2930058
2020-06-03,564.0,568.4000244140625,557.0,562.7999877929688,536.4837036132812,4202273
2020-06-04,565.0,583.7000122070312,559.0,578.9500122070312,551.8786010742188,5315353
2020-06-05,585.0,587.1500244140625,572.5,575.9500122070312,549.0189819335938,3995824
2020-06-08,579.1500244140625,583.5,571.0499877929688,578.25,551.21142578125,3771973
