Date,Open,High,Low,Close,Adj Close,Volume
2020-10-05,822.0,835.0,815.0,824.9500122070312,821.0880126953125,803756
2020-10-06,826.0,836.0,822.25,830.0499877929688,826.1641235351562,1211894
2020-10-07,832.5,836.0,825.0499877929688,827.9500122070312,824.073974609375,637342
2020-10-08,835.25,836.0,818.0,821.0499877929688,817.2062377929688,1313341
2020-10-09,826.1500244140625,827.2999877929688,803.5,805.9000244140625,802.127197265625,1188895
2020-10-12,812.9000244140625,812.9000244140625,787.2000122070312,791.6500244140625,787.9439086914062,1097157
2020-10-13,790.0,795.0,781.0,786.5499877929688,782.8677368164062,1142687
2020-10-14,788.0,813.6500244140625,776.6500244140625,810.5999755859375,806.80517578125,2146398
2020-10-15,810.5999755859375,821.7999877929688,801.75,804.75,800.9825439453125,1920570
2020-10-16,802.0,811.0,796.6500244140625,799.5499877929688,795.806884765625,682969
2020-10-19,800.5,808.5499877929688,795.0,798.2999877929688,794.562744140625,661678
2020-10-20,809.25,809.25,790.0,800.75,797.0012817382812,1616359
2020-10-21,801.0,804.0,780.7999877929688,785.3499755859375,781.67333984375,1763644
2020-10-22,788.2999877929688,788.2999877929688,771.2999877929688,780.7999877929688,777.1446533203125,1861965
2020-10-23,783.1500244140625,789.75,767.0,770.7000122070312,767.0919799804688,2252423
2020-10-26,775.0,784.9000244140625,765.0999755859375,778.8499755859375,775.2037963867188,2638341
2020-10-27,791.0,791.7999877929688,771.0999755859375,774.4500122070312,770.824462890625,2566397
2020-10-28,777.0,778.2000122070312,766.0,771.0,767.3905029296875,1156097
2020-10-29,764.4500122070312,773.0,755.25,761.5,757.93505859375,1126591
2020-10-30,761.5,775.7000122070312,757.2999877929688,769.1500244140625,765.5492553710938,1156735
2020-11-02,771.0,778.5,762.2000122070312,766.0499877929688,762.4636840820312,891886
2020-11-03,773.5499877929688,797.7999877929688,769.1500244140625,788.9000244140625,785.206787109375,1542962
2020-11-04,796.75,796.75,783.7999877929688,791.0,787.2969360351562,923658
2020-11-05,797.0,806.7999877929688,793.0,805.0,801.2313842773438,1373458
2020-11-06,805.4500122070312,808.9000244140625,795.0,801.25,797.4989013671875,1722728
