Datetime,Open,High,Low,Close,Adj Close,Volume
2022-04-07 09:15:00+05:30,2520.75,2541.85009765625,2501.60009765625,2503.39990234375,2503.39990234375,144616
2022-04-07 09:30:00+05:30,2503.39990234375,2503.5,2469.25,2483.10009765625,2483.10009765625,356498
2022-04-07 09:45:00+05:30,2483.10009765625,2491.64990234375,2480.300048828125,2490.449951171875,2490.449951171875,117316
2022-04-07 10:00:00+05:30,2490.39990234375,2496.89990234375,2483.0,2489.449951171875,2489.449951171875,201164
2022-04-07 10:15:00+05:30,2489.550048828125,2491.14990234375,2483.64990234375,2484.300048828125,2484.300048828125,169660
2022-04-07 10:30:00+05:30,2484.699951171875,2486.39990234375,2473.0,2477.35009765625,2477.35009765625,98361
2022-04-07 10:45:00+05:30,2477.0,2478.0,2472.10009765625,2472.449951171875,2472.449951171875,83406
2022-04-07 11:00:00+05:30,2472.300048828125,2475.0,2471.0,2471.449951171875,2471.449951171875,65092
2022-04-07 11:15:00+05:30,2471.10009765625,2479.449951171875,2470.050048828125,2475.89990234375,2475.89990234375,95388
2022-04-07 11:30:00+05:30,2476.85009765625,2479.89990234375,2471.449951171875,2479.89990234375,2479.89990234375,83071
2022-04-07 11:45:00+05:30,2479.050048828125,2484.0,2477.0,2479.75,2479.75,76292
2022-04-07 12:00:00+05:30,2479.300048828125,2482.60009765625,2477.0,2481.5,2481.5,41589
2022-04-07 12:15:00+05:30,2481.5,2483.5,2478.10009765625,2481.25,2481.25,54964
2022-04-07 12:30:00+05:30,2482.35009765625,2485.0,2480.14990234375,2482.0,2482.0,52835
2022-04-07 12:45:00+05:30,2482.199951171875,2482.60009765625,2475.0,2479.0,2479.0,53123
2022-04-07 13:00:00+05:30,2478.300048828125,2479.14990234375,2475.0,2475.10009765625,2475.10009765625,31179
2022-04-07 13:15:00+05:30,2475.10009765625,2476.0,2471.0,2471.949951171875,2471.949951171875,47549
2022-04-07 13:30:00+05:30,2471.949951171875,2472.39990234375,2463.89990234375,2465.0,2465.0,101620
2022-04-07 13:45:00+05:30,2465.0,2465.449951171875,2458.0,2464.85009765625,2464.85009765625,100261
2022-04-07 14:00:00+05:30,2464.85009765625,2470.0,2461.89990234375,2463.85009765625,2463.85009765625,59028
2022-04-07 14:15:00+05:30,2463.85009765625,2469.75,2460.14990234375,2467.0,2467.0,50030
2022-04-07 14:30:00+05:30,2467.300048828125,2469.5,2460.0,2460.949951171875,2460.949951171875,53124
2022-04-07 14:45:00+05:30,2460.050048828125,2467.14990234375,2460.0,2462.85009765625,2462.85009765625,62510
2022-04-07 15:00:00+05:30,2465.449951171875,2469.300048828125,2456.10009765625,2459.0,2459.0,149115
2022-04-07 15:15:00+05:30,2458.89990234375,2460.0,2452.300048828125,2456.0,2456.0,199761
2022-04-08 09:15:00+05:30,2467.949951171875,2483.10009765625,2466.050048828125,2483.10009765625,2483.10009765625,52064
2022-04-08 09:30:00+05:30,2481.89990234375,2494.0,2478.39990234375,2494.0,2494.0,110670
